File Name ,Song Type,# Song Types,# Notes,# Unique Note Types ,# Note Types,Song Length,PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth,Note Length (s),PFC Max Freq (Hz),PFC Min Freq (Hz),Bandwidth
GC-BCVI-YSBB-24-T41-85,p,16,10,35,5,1.4052,7031.25,2250,4781.25,0.188,6656.25,3187.5,3468.75,0.0368,3468.75,2718.75,750,0.0382,3468.75,2812.5,656.25,0.0495,3468.75,2625,843.75,0.099,7031.25,4687.5,2343.75,0.2205,3468.75,2250,1218.75,0.0467,4875,4218.75,656.25,0.0537,5250,3843.75,1406.25,0.0608,5718.75,3562.5,2156.25,0.058,5906.25,3281.25,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T1-35,a,22,7,46,4,0.6694,6468.75,2062.5,4406.25,0.0476,4312.5,2718.75,1593.75,0.0657,6468.75,5156.25,1312.5,0.1595,3843.75,2062.5,1781.25,0.0434,6375,4312.5,2062.5,0.0476,5343.75,4312.5,1031.25,0.0476,5156.25,3750,1406.25,0.0497,5156.25,3281.25,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T2-31,b,22,8,46,4,0.8711,7500,2062.5,5437.5,0.0529,7031.25,5343.75,1687.5,0.0402,7500,5625,1875,0.0507,6937.5,5812.5,1125,0.0613,4125,2062.5,2062.5,0.0624,3656.25,2250,1406.25,0.1966,5531.25,4218.75,1312.5,0.0698,4312.5,3656.25,656.25,0.0729,4500,3750,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-50,c,22,3,46,3,0.4098,5062.5,2343.75,2718.75,0.1612,5062.5,2718.75,2343.75,0.0722,3750,2343.75,1406.25,0.1272,4875,2625,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-107,d,22,4,46,3,0.3881,6562.5,2062.5,4500,0.1495,6562.5,4500,2062.5,0.1173,3468.75,2062.5,1406.25,0.0522,5437.5,4687.5,750,0.0477,5718.75,4500,1218.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-123,d,22,4,46,3,0.542,7218.75,2062.5,5156.25,0.1374,7218.75,2906.25,4312.5,0.1131,3468.75,2062.5,1406.25,0.0547,5062.5,2156.25,2906.25,0.0566,5156.25,4218.75,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-128,d,22,4,46,3,0.5101,6562.5,1968.75,4593.75,0.1355,6562.5,3000,3562.5,0.1183,3656.25,1968.75,1687.5,0.0607,5062.5,2812.5,2250,0.0644,5156.25,4406.25,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-135,d,22,4,46,3,0.525,6281.25,2062.5,4218.75,0.1361,6281.25,3093.75,3187.5,0.1125,4031.25,2062.5,1968.75,0.0614,5343.75,3375,1968.75,0.0614,6000,4218.75,1781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-137,d,22,4,46,3,0.5834,6468.75,2062.5,4406.25,0.1463,6468.75,3750,2718.75,0.1045,3468.75,2062.5,1406.25,0.0514,5062.5,4312.5,750,0.0621,5062.5,4406.25,656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-153,d,22,4,46,3,0.5678,6187.5,2062.5,4125,0.1366,6187.5,4125,2062.5,0.1231,3375,2062.5,1312.5,0.0569,5625,4406.25,1218.75,0.0628,4875,3468.75,1406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-162,d,22,4,46,3,0.5365,7031.25,2062.5,4968.75,0.1168,7031.25,4312.5,2718.75,0.1159,3468.75,2062.5,1406.25,0.0661,5062.5,3468.75,1593.75,0.067,5062.5,4406.25,656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-171,d,22,4,46,3,0.5296,6468.75,2156.25,4312.5,0.1421,6468.75,4218.75,2250,0.1139,3562.5,2156.25,1406.25,0.0647,5062.5,2906.25,2156.25,0.0696,5062.5,4687.5,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T10-176,d,22,4,46,3,0.6329,6937.5,2062.5,4875,0.1466,6937.5,4125,2812.5,0.1519,4125,2062.5,2062.5,0.072,5250,3656.25,1593.75,0.0922,5062.5,4312.5,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T12-55,e,22,5,46,2,0.3339,6187.5,2156.25,4031.25,0.0387,6093.75,3937.5,2156.25,0.041,6093.75,3937.5,2156.25,0.0456,6093.75,3843.75,2250,0.0456,6187.5,3937.5,2250,0.1105,5156.25,2156.25,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T12-70,e,22,5,46,2,0.3584,5906.25,2156.25,3750,0.0401,5625,4125,1500,0.0376,5625,4031.25,1593.75,0.0388,5906.25,2625,3281.25,0.0376,5906.25,3843.75,2062.5,0.1021,4968.75,2156.25,2812.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T12-72,e,22,6,46,2,0.42,6562.5,2062.5,4500,0.0376,4781.25,3656.25,1125,0.0361,6000,4125,1875,0.0384,6093.75,4031.25,2062.5,0.0369,6093.75,3843.75,2250,0.033,6562.5,3750,2812.5,0.0998,4781.25,2062.5,2718.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T12-141,e,22,5,46,2,0.3706,7218.75,2062.5,5156.25,0.0422,4593.75,3656.25,937.5,0.045,5250,4031.25,1218.75,0.0334,5625,3843.75,1781.25,0.0354,7218.75,3468.75,3750,0.0906,4687.5,2062.5,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T12-143,e,22,5,46,2,0.3273,6656.25,2343.75,4312.5,0.0396,4500,3562.5,937.5,0.0353,6281.25,4125,2156.25,0.0377,6281.25,4031.25,2250,0.0384,6656.25,3656.25,3000,0.0625,4593.75,2343.75,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T13-29,f,22,15,46,8,1.8393,6750,2062.5,4687.5,0.0616,5906.25,2437.5,3468.75,0.0483,4875,4406.25,468.75,0.0633,3750,2250,1500,0.0599,3843.75,2343.75,1500,0.0566,3468.75,2156.25,1312.5,0.263,6750,2812.5,3937.5,0.0516,5906.25,4312.5,1593.75,0.0549,6468.75,3093.75,3375,0.0549,5812.5,4781.25,1031.25,0.1498,3281.25,2062.5,1218.75,0.0583,6093.75,3750,2343.75,0.0499,6000,3843.75,2156.25,0.0583,6093.75,3656.25,2437.5,0.0633,2812.5,2156.25,656.25,0.0782,2718.75,2250,468.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T15-10,g,22,4,46,1,0.2995,5062.5,3000,2062.5,0.0606,4968.75,3281.25,1687.5,0.0615,5062.5,3281.25,1781.25,0.0579,5062.5,3000,2062.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T15-19,h,22,3,46,1,0.226,7031.25,5062.5,1968.75,0.0562,7031.25,5156.25,1875,0.0642,6187.5,5062.5,1125,0.0642,6656.25,5156.25,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T16-129,i,22,7,46,4,0.7227,6843.75,2062.5,4781.25,0.0797,5812.5,2531.25,3281.25,0.1707,6843.75,2625,4218.75,0.0474,4406.25,2437.5,1968.75,0.0519,3937.5,2156.25,1781.25,0.0361,3750,2250,1500,0.0346,4125,2062.5,2062.5,0.0293,3750,2156.25,1593.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T16-160,j,22,5,46,3,0.7746,5531.25,2250,3281.25,0.0896,5531.25,3656.25,1875,0.2145,4500,2250,2250,0.0662,5250,3843.75,1406.25,0.0544,5156.25,4312.5,843.75,0.0672,5062.5,4125,937.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T17-12,k,22,3,46,2,0.3574,4875,2718.75,2156.25,0.0945,4875,3281.25,1593.75,0.0485,4218.75,2718.75,1500,0.0468,4500,3375,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T17-48,l,22,1,46,1,0.1632,6468.75,2718.75,3750,0.1632,6468.75,2718.75,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T17-109,m,22,1,46,1,0.2158,5812.5,5062.5,750,0.2158,5812.5,5062.5,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T17-133,n,22,1,46,1,0.1007,5062.5,2250,2812.5,0.1007,5062.5,2250,2812.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T17-157,j,22,2,46,2,0.4213,5062.5,2156.25,2906.25,0.0762,5062.5,3656.25,1406.25,0.2129,3281.25,2156.25,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T18-80,o,22,8,46,4,0.7814,6937.5,2343.75,4593.75,0.048,6562.5,4687.5,1875,0.0564,6937.5,4687.5,2250,0.0555,6187.5,4781.25,1406.25,0.1448,5531.25,4406.25,1125,0.0564,4218.75,2718.75,1500,0.0583,3750,2343.75,1406.25,0.0574,4500,2625,1875,0.0818,4218.75,2812.5,1406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T18-89,o,22,8,46,4,0.7528,7031.25,2437.5,4593.75,0.0413,7031.25,4687.5,2343.75,0.0616,6750,4593.75,2156.25,0.06,6468.75,4500,1968.75,0.1442,5343.75,4406.25,937.5,0.0546,4593.75,4031.25,562.5,0.06,3750,2437.5,1312.5,0.0647,4125,2531.25,1593.75,0.0826,3750,2625,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T18-94,o,22,8,46,4,0.3733,7031.25,2343.75,4687.5,0.0274,5156.25,4968.75,187.5,0.0518,7031.25,4218.75,2812.5,0.0564,6843.75,4968.75,1875,0.0579,4406.25,3375,1031.25,0.0602,3656.25,2343.75,1312.5,0.0609,4218.75,2718.75,1500,0.0724,4125,2625,1500,0.1516,5437.5,3562.5,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T19-38,p,22,1,46,1,0.08,5812.5,3375,2437.5,0.08,5812.5,3375,2437.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T19-138,k,22,2,46,1,0.1088,4406.25,4031.25,375,0.0245,4406.25,4031.25,375,0.0219,4218.75,4125,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T21-13,q,22,2,46,1,0.1617,5625,2437.5,3187.5,0.0545,5625,2437.5,3187.5,0.0502,4125,2718.75,1406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-60,r,22,4,46,2,0.4011,6656.25,2437.5,4218.75,0.232,6656.25,4406.25,2250,0.0454,6187.5,2625,3562.5,0.0405,4312.5,2437.5,1875,0.0396,5250,2718.75,2531.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-62,r,22,4,46,2,0.508,6468.75,2531.25,3937.5,0.245,6468.75,4500,1968.75,0.0433,5250,2531.25,2718.75,0.0388,4406.25,2531.25,1875,0.0882,4500,2625,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-66,r,22,4,46,2,0.4618,6187.5,2437.5,3750,0.233,6187.5,4406.25,1781.25,0.0373,4781.25,2531.25,2250,0.0381,4875,2437.5,2437.5,0.0576,4312.5,3000,1312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-71,r,22,4,46,2,0.4957,6468.75,2343.75,4125,0.2237,6468.75,3562.5,2906.25,0.0424,5906.25,2531.25,3375,0.0351,3843.75,2343.75,1500,0.0965,4593.75,2812.5,1781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-73,r,22,4,46,2,0.5089,6093.75,2531.25,3562.5,0.2341,6093.75,3468.75,2625,0.0362,3937.5,2531.25,1406.25,0.037,5250,2531.25,2718.75,0.095,4500,2718.75,1781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-76,r,22,5,46,3,0.5789,6093.75,2437.5,3656.25,0.239,6093.75,4406.25,1687.5,0.042,5906.25,2906.25,3000,0.0383,4500,2531.25,1968.75,0.0411,4781.25,2437.5,2343.75,0.0878,3750,3000,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-77,r,22,4,46,2,0.5319,6000,2531.25,3468.75,0.2675,6000,3468.75,2531.25,0.0367,5062.5,2718.75,2343.75,0.0359,5062.5,2531.25,2531.25,0.0926,5250,2906.25,2343.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-85,s,22,5,46,2,0.3998,7406.25,2062.5,5343.75,0.1647,7406.25,3750,3656.25,0.0446,4687.5,2062.5,2625,0.0453,4781.25,2531.25,2250,0.0497,5250,3375,1875,0.049,5062.5,3281.25,1781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-112,j,22,8,46,4,1.0203,6375,2156.25,4218.75,0.1607,6375,3562.5,2812.5,0.0395,4968.75,3187.5,1781.25,0.0395,4593.75,3093.75,1500,0.0424,3562.5,3187.5,375,0.0433,3468.75,3187.5,281.25,0.0318,3375,2718.75,656.25,0.0886,5718.75,3656.25,2062.5,0.206,3562.5,2156.25,1406.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-BCVI-WSRO-24-T33-126,j,22,5,46,2,0.4131,7031.25,2625,4406.25,0.1574,7031.25,3281.25,3750,0.0386,5437.5,4031.25,1406.25,0.0386,4687.5,3468.75,1218.75,0.0372,4031.25,2718.75,1312.5,0.0372,3375,2625,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
